fighter,odds,ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,current_lose_streak,current_win_streak,draw,avg_SIG_STlanded,avg_SIG_STpct,avg_TD_landed,avg_TD_pct,longest_win_streak,losses,total_rounds_fought,total_title_bouts,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_Doctor_Stoppage,wins,Stance,Height_cms,Reach_cms,Weight_lbs,age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,match_weightclass_rank,Women's Flyweight_rank,Women's Featherweight_rank,Women's Strawweight_rank,Women's Bantamweight_rank,Heavyweight_rank,Light Heavyweight_rank,Middleweight_rank,Welterweight_rank,Lightweight_rank,Featherweight_rank,Bantamweight_rank,Flyweight_rank,Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,kd_bout,sig_str_landed_bout,sig_str_attempted_bout,sig_str_pct_bout,tot_str_landed_bout,tot_str_attempted_bout,td_landed_bout,td_attempted_bout,td_pct_bout,sub_attempts_bout,pass_bout,rev_bout,bout_id,opponent,corner,avg_SUATT,country_of_origin,camp,camp_country,camp_city,primary_discipline,boxer,wrestler,thai_boxer,kickboxer,karateka,judoka,mixed_martial_artist,taekwondoin,kung_fu_jia,jiujitiero,sambo_practitioner,g_in_a_gi,capoeira_artist,striking_arts,wrestling_arts
John Howard,330,330.0,2015-12-10,"Las Vegas, Nevada, USA", USA,0,False,Welterweight,MALE,3,0,1,0,,,2.153846154,0.411538462,4,6,35,0,0,4,1,2,0,0,7,Orthodox,170.18,180.34,170,32,1,1,0,1,-2,11,0,0,-1,-17.78,-10.16,-1,-16.65384615,0.184615385,1.453846154,0,1,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2.0,0:21,321.0,0.0,20.0,54.0,0.37,22.0,56.0,3.0,3.0,1.0,0.0,0.0,0.0,f3560e38732114426386816e30c36731,Tim Means,Blue,0.384615385,,,,,wrestling,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
Sergio Moraes,125,125.0,2015-12-10,"Las Vegas, Nevada, USA", USA,1,False,Welterweight,MALE,3,0,3,0,,,1.75,0.505,3,1,10,1,0,0,1,0,2,0,3,Orthodox,182.88,182.88,170,33,0,1,1,0,0,4,1,-2,2,0.0,-2.54,-5,4.75,0.25,0.25,0,1,,,,,,,,,,,,,,,neither,KO/TKO,Punches,3.0,2:18,738.0,1.0,21.0,69.0,0.3,22.0,70.0,0.0,2.0,0.0,0.0,0.0,0.0,2e028196108520dd9bfebc617ff50639,Omari Akhmedov,Blue,0.5,,,,,jiu jitsu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Johnny Eduardo,470,470.0,2015-12-10,"Las Vegas, Nevada, USA", USA,0,False,Bantamweight,MALE,3,0,2,0,,,0.0,0.0,2,1,7,0,0,0,1,1,0,0,2,Orthodox,170.18,180.34,135,37,0,-1,-1,-1,-1,-2,0,0,-1,0.0,0.0,-11,-16.66666667,-1.0,-3.333333333,0,1,10.0,,,,,,,,,,,10.0,,,0,SUB,Guillotine Choke,2.0,4:18,558.0,0.0,4.0,24.0,0.16,7.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2ee9d3fa9d591c4cd2a3b5316c1c611e,Aljamain Sterling,Blue,0.333333333,Brazil,Nova Uniao,Brazil,Rio de Janeiro,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Andreas Stahl,150,150.0,2015-12-10,"Las Vegas, Nevada, USA", USA,0,False,Welterweight,MALE,3,1,0,0,,,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,27,0,0,-2,-2,1,-6,0,-1,0,-2.54,0.0,2,11.5,0.0,-0.25,0,1,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,4:25,265.0,0.0,14.0,34.0,0.41,14.0,35.0,2.0,2.0,1.0,0.0,0.0,0.0,73d5dbb7444e3fa43b8414c9b8d1ebe2,Santiago Ponzinibbio,Blue,0.0,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nathan Coy,140,140.0,2015-12-10,"Las Vegas, Nevada, USA", USA,0,False,Welterweight,MALE,3,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,175.26,170,37,0,0,0,0,0,0,0,0,0,-7.62,-12.7,-9,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,neither,SUB,Triangle Choke,1.0,2:46,166.0,0.0,11.0,27.0,0.4,14.0,30.0,1.0,1.0,1.0,0.0,0.0,0.0,795b13a74ad563eb9d999c332819eb65,Danny Roberts,Blue,,,,,,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Phillipe Nover,295,295.0,2015-12-10,"Las Vegas, Nevada, USA", USA,0,False,Featherweight,MALE,3,0,1,0,,,1.5,0.125,1,3,10,1,0,1,0,0,0,0,1,Orthodox,175.26,182.88,145,31,0,-1,-1,-1,-3,6,1,-1,0,2.54,10.16,-7,-24.0,1.0,0.0,0,1,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,0.0,20.0,77.0,0.25,20.0,78.0,0.0,5.0,0.0,0.0,0.0,0.0,283e39f1a345823e7028cc31fd49e55c,Zubaira Tukhugov,Blue,1.0,,,,,jiu jitsu,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0
Emily Peters Kagan,300,300.0,2015-12-10,"Las Vegas, Nevada, USA", USA,0,False,Women's Strawweight,FEMALE,3,1,0,0,,,2.0,0.16,0,1,3,0,0,0,0,0,0,0,0,Orthodox,160.02,167.64,115,34,1,0,0,0,1,-3,0,0,0,-2.54,2.54,-10,-13.5,0.0,-1.5,0,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,8e9b370213c793416509a740d862a000,Kailin Curran,Blue,0.0,,,,,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Jorge Masvidal,190,190.0,2015-11-28,"Seoul, South Korea", South Korea,0,False,Welterweight,MALE,5,0,1,0,,,1.5,0.40625,3,2,21,0,0,0,4,1,1,0,6,Orthodox,180.34,187.96,170,31,0,0,-4,-4,1,-26,-5,1,-1,5.08,10.16,1,-7.42307692,-0.269230769,-0.730769231,0,1,,,,,,,,,,,,,,,neither,S-DEC,,5.0,5:00,1500.0,0.0,77.0,156.0,0.49,217.0,309.0,1.0,5.0,0.2,1.0,0.0,0.0,bd1e371e6222af892ed84a0d50a94b33,Benson Henderson,Blue,0.5,United States,American Top Team,Florida,Coconut Creek,mixed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Dominic Waters,550,550.0,2015-11-28,"Seoul, South Korea", South Korea,0,False,Welterweight,MALE,3,1,0,0,,,5.0,1.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,185.42,200.66,170,26,-1,-1,-4,-11,3,-35,0,-3,-1,-2.54,7.62,8,-11.2,-0.533333333,2.8,0,1,,,,,,,,,,,,,,,0,KO/TKO,Punches,1.0,3:11,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d44a2d0695c05496e51e737a14843d89,Dong Hyun Kim,Blue,0.0,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Alberto Mina,125,125.0,2015-11-28,"Seoul, South Korea", South Korea,1,False,Welterweight,MALE,3,0,1,0,,,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,182.88,195.58,170,33,0,0,0,-1,4,-15,0,1,0,5.08,10.16,7,-3.16666667,-0.166666667,-2.0,0,1,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,1.0,69.0,153.0,0.45,84.0,180.0,2.0,15.0,0.13,0.0,0.0,0.0,4c997803d684b1ec86dcd9f0ee62f22c,Yoshihiro Akiyama,Blue,0.0,,,,,jiu jitsu,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
Sam Sicilia,210,210.0,2015-11-28,"Seoul, South Korea", South Korea,0,False,Featherweight,MALE,3,0,2,0,,,1.111111111,0.417777778,2,4,19,0,0,0,2,3,0,0,5,Orthodox,172.72,170.18,145,29,0,1,1,4,-4,18,0,2,0,-5.08,-7.62,-5,14.22222222,0.666666667,1.111111111,0,1,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,1:33,93.0,0.0,8.0,19.0,0.42,8.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,86db75a1dfe53a1c9bfe340a31616a7b,Dooho Choi,Blue,0.666666667,,,,,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Jake Collier,-125,80.0,2015-11-28,"Seoul, South Korea", South Korea,0,False,Middleweight,MALE,3,0,1,0,,,1.0,0.33,1,1,4,0,0,1,0,0,0,0,1,Orthodox,190.5,198.12,205,27,2,1,0,0,2,-7,0,-1,0,12.7,17.78,3,-6.5,0.0,-0.5,0,1,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,1:50,410.0,1.0,22.0,41.0,0.53,29.0,48.0,0.0,1.0,0.0,0.0,2.0,0.0,6c80206504f74855599a961642048051,Dongi Yang,Blue,0.5,United States,,,,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Mike de la Torre,-105,95.23809524,2015-11-28,"Seoul, South Korea", South Korea,1,False,Featherweight,MALE,3,1,0,0,,,0.25,0.125,1,3,6,0,0,0,0,1,0,0,1,Orthodox,180.34,180.34,145,29,0,0,0,0,-2,0,0,1,0,5.08,5.08,5,-33.0,-0.5,-1.25,0,1,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,0.0,47.0,95.0,0.49,107.0,161.0,0.0,2.0,0.0,0.0,0.0,0.0,8eafd2e48768dc712c9187d49fd45ee0,Yui Chul Nam,Blue,0.0,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Leo Kuntz,-330,30.3030303,2015-11-28,"Seoul, South Korea", South Korea,0,False,Lightweight,MALE,3,1,0,0,,,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,155,32,0,0,-1,-1,1,-5,0,-1,0,2.54,7.62,0,-17.0,0.0,-0.333333333,0,1,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,0.0,31.0,91.0,0.34,74.0,137.0,3.0,12.0,0.25,1.0,2.0,0.0,72f45f5711b697113e0fe7989454aafa,Tae Hyun Bang,Blue,0.0,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cortney Casey,-140,71.42857143,2015-11-28,"Seoul, South Korea", South Korea,0,False,Women's Strawweight,FEMALE,3,1,0,0,,,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,115,28,0,0,0,0,0,0,0,0,0,12.7,12.7,0,-1.0,0.0,0.0,0,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,138f3bb2a4e59dc94c767ca38ee9d33c,Seohee Ham,Blue,0.0,United States,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fredy Serrano,-155,64.51612903,2015-11-28,"Seoul, South Korea", South Korea,1,False,Flyweight,MALE,3,0,1,0,,,2.0,0.25,1,0,3,0,0,0,0,1,0,0,1,Orthodox,160.02,165.1,125,36,0,0,0,0,1,-3,0,1,0,-5.08,2.54,-12,2.0,0.0,1.5,0,1,,,,,,,,,,,,,,,neither,KO/TKO,,1.0,0:44,44.0,0.0,3.0,5.0,0.6,7.0,11.0,1.0,2.0,0.5,0.0,1.0,0.0,abefdb1c66183b2da3112658a080a03f,Yao Zhikui,Blue,0.0,,,,,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Marco Beltran,140,140.0,2015-11-28,"Seoul, South Korea", South Korea,1,False,Bantamweight,MALE,3,0,1,0,,,1.0,0.25,1,0,3,0,0,0,1,0,0,0,1,Orthodox,172.72,175.26,125,29,0,-1,-1,-1,0,-2,-1,-1,0,10.16,12.7,4,-7.5,-0.5,-1.0,0,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,24fba37460ab6688fd6275efe7893676,Ning Guangyou,Blue,0.0,,,,,boxing,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Dong Hyun Ma,110,110.0,2015-11-28,"Seoul, South Korea", South Korea,0,False,Welterweight,MALE,3,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,177.8,155,27,1,0,0,0,1,-1,0,0,0,2.54,-10.16,0,-2.0,0.0,0.0,0,1,,,,,,,,,,,,,,,neither,KO/TKO,Slam,3.0,0:27,627.0,0.0,19.0,42.0,0.45,52.0,79.0,0.0,3.0,0.0,0.0,0.0,0.0,64f2746ec57909e442fdbe76a3ef1d16,Dominique Steele,Blue,,,,,,mixed,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1
Kelvin Gastelum,-330,30.3030303,2015-11-21,"Monterrey, Nuevo Leon, Mexico", Mexico,0,False,Welterweight,MALE,5,0,1,0,,,1.0,0.357142857,5,1,16,1,0,2,1,1,2,0,6,Southpaw,175.26,180.34,185,24,0,0,-2,-3,2,-15,1,-2,1,-15.24,-22.86,4,-3.95238096,0.202380953,-1.25,0,1,15.0,,,,,,,,15.0,,,,,,0,S-DEC,,5.0,5:00,1500.0,2.0,54.0,134.0,0.4,86.0,167.0,2.0,3.0,0.66,0.0,3.0,1.0,a82c7db9d0c0bf944b25282892d1521b,Neil Magny,Blue,0.285714286,United States,Kings MMA,California,Huntington Beach,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Diego Sanchez,350,350.0,2015-11-21,"Monterrey, Nuevo Leon, Mexico", Mexico,0,False,Featherweight,MALE,3,0,1,0,,,1.19047619,0.26047619,6,7,58,2,0,3,6,5,0,0,14,Southpaw,177.8,182.88,170,33,1,1,2,8,-5,40,1,3,-2,5.08,2.54,0,12.23214286,-0.017857143,0.19047619,0,1,,,,,,,,,,,,,,,0,U-DEC,,3.0,5:00,900.0,0.0,30.0,86.0,0.34,36.0,92.0,1.0,2.0,0.5,0.0,0.0,0.0,4cdd9a4274c63c3b53c6f7c0a949867a,Ricardo Lamas,Blue,0.857142857,United States,,,,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Henry Cejudo,-550,18.18181818,2015-11-21,"Monterrey, Nuevo Leon, Mexico", Mexico,1,False,Flyweight,MALE,3,0,3,0,,,2.333333333,0.303333333,3,0,9,0,0,0,3,0,0,0,3,Orthodox,162.56,162.56,135,28,0,0,0,-1,2,-4,0,0,-1,-2.54,-7.62,2,50.33333333,0.166666666,0.5,0,1,5.0,,,,,,,,,,,,5.0,,0,S-DEC,,3.0,5:00,900.0,0.0,43.0,110.0,0.39,71.0,140.0,2.0,3.0,0.66,0.0,0.0,0.0,08d76f712f2e37e382acb662ce5da753,Jussier Formiga,Blue,0.333333333,,,,,wrestling,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
Enrique Marin,190,190.0,2015-11-21,"Monterrey, Nuevo Leon, Mexico", Mexico,0,True,Welterweight,MALE,4,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,170,29,0,0,0,0,0,0,0,0,0,-5.08,2.54,1,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,0.0,27.0,94.0,0.28,33.0,102.0,1.0,3.0,0.33,0.0,0.0,2.0,171a2046949ea76bdec46bab08a06e30,Erick Montano,Blue,,,,,,jiu jitsu,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1
Enrique Barzola,175,175.0,2015-11-21,"Monterrey, Nuevo Leon, Mexico", Mexico,1,True,Lightweight,MALE,4,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,170.18,177.8,145,26,0,0,0,0,0,0,0,0,0,-7.62,2.54,-1,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,38.0,71.0,0.53,173.0,221.0,5.0,9.0,0.55,0.0,1.0,0.0,75689ece7255704afa04378669f7357f,Horacio Gutierrez,Blue,,,,,,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Leandro Silva,-150,66.66666667,2015-11-21,"Monterrey, Nuevo Leon, Mexico", Mexico,1,False,Lightweight,MALE,3,0,1,0,,,2.0,0.474,1,3,12,0,0,0,1,0,1,0,2,Orthodox,175.26,182.88,155,30,0,-1,-1,-3,2,-14,-1,-1,0,0.0,5.08,-1,-7.5,-0.2,1.0,0,1,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,35.0,89.0,0.39,47.0,103.0,0.0,0.0,0.0,0.0,1.0,0.0,5d48fa5bc9df68eecb24a807777df66a,Efrain Escudero,Blue,0.6,,,,,muay thai,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
Taylor Lapilus,130,130.0,2015-11-21,"Monterrey, Nuevo Leon, Mexico", Mexico,0,False,Bantamweight,MALE,3,0,2,0,,,1.0,0.33,2,0,5,0,0,0,1,1,0,0,2,Southpaw,167.64,185.42,135,23,1,2,-1,-2,2,-6,0,-1,-1,-5.08,12.7,3,28.16666667,0.333333333,-1.166666667,0,1,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,1.0,20.0,78.0,0.25,23.0,82.0,0.0,1.0,0.0,1.0,0.0,0.0,47551567b84163731b6b43a372a4e399,Erik Perez,Blue,0.5,,MMA Factory ,France,Paris,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bartosz Fabinski,-175,57.14285714,2015-11-21,"Monterrey, Nuevo Leon, Mexico", Mexico,1,False,Welterweight,MALE,3,0,1,0,,,10.0,0.9,1,0,3,0,0,0,1,0,0,0,1,Orthodox,182.88,190.5,170,29,0,0,0,0,0,2,0,0,-1,2.54,5.08,-1,37.0,-2.0,10.0,0,1,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,25.0,39.0,0.64,89.0,118.0,6.0,11.0,0.54,0.0,9.0,0.0,e4cd6e29948b1f0b83a07a2931338bbb,Hector Urbina,Blue,0.0,Poland,,,,judo,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Scott Jorgensen,-135,74.07407407,2015-11-21,"Monterrey, Nuevo Leon, Mexico", Mexico,0,False,Bantamweight,MALE,3,2,0,0,,,1.727272727,0.32,2,7,25,0,0,0,2,1,1,0,4,Orthodox,165.1,167.64,135,33,-1,0,1,3,-6,21,-1,1,1,-2.54,-2.54,-7,15.72727273,-0.318181818,1.227272727,0,1,,,,,,,,,,,,,,,neither,KO/TKO,,2.0,4:26,566.0,0.0,11.0,37.0,0.29,11.0,37.0,2.0,6.0,0.33,0.0,0.0,0.0,c2856886f64cfdbc91c0bf669f1f7b74,Alejandro Perez,Blue,0.181818182,,,,,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Andre Fili,-230,43.47826087,2015-11-21,"Monterrey, Nuevo Leon, Mexico", Mexico,1,False,Featherweight,MALE,3,1,0,0,,,2.25,0.4675,1,2,9,0,0,0,1,1,0,0,2,Orthodox,180.34,187.96,145,25,-1,-2,-1,0,-2,3,0,1,-1,7.62,7.62,2,-6.0,-2.75,2.25,0,1,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,3:13,193.0,1.0,16.0,42.0,0.38,16.0,42.0,1.0,1.0,1.0,0.0,0.0,0.0,456280d5285b10ceb9ca3e6f9bc880a7,Gabriel Benitez,Blue,0.25,United States,Team Alpha Male,California,Sacramento,mixed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Alvaro Herrera,150,150.0,2015-11-21,"Monterrey, Nuevo Leon, Mexico", Mexico,1,False,Welterweight,MALE,3,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,155,25,0,0,0,0,0,0,0,0,0,15.24,5.08,-2,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,187b6960bce71eff3ad06c60d710c6fa,Vernon Ramos,Blue,,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Polo Reyes,165,165.0,2015-11-21,"Monterrey, Nuevo Leon, Mexico", Mexico,1,False,Lightweight,MALE,3,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,155,31,0,0,0,0,0,0,0,0,0,0.0,0.0,-7,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,cb7f5b3468a744c323a0c666fd53c426,Cesar Arzamendia,Blue,,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Michel Prazeres,-135,74.07407407,2015-11-21,"Monterrey, Nuevo Leon, Mexico", Mexico,1,False,Lightweight,MALE,3,1,0,0,,,4.0,0.3275,2,2,12,0,0,1,1,0,0,0,2,Orthodox,167.64,170.18,170,34,-1,-1,1,1,-1,6,0,0,0,-15.24,-15.24,-4,-59.75,0.0,2.0,0,1,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,0.0,20.0,53.0,0.37,27.0,60.0,1.0,14.0,0.7,0.0,0.0,0.0,06d67c51913aeb81b2e335f6ba7b1f3a,Valmir Lazaro,Blue,0.0,Brazil,,,,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Holly Holm,525,525.0,2015-11-14,"Melbourne, Victoria, Australia", Australia,1,True,Women's Bantamweight,FEMALE,5,0,2,0,,,0.5,0.5,2,0,6,0,0,1,1,0,0,0,2,Southpaw,172.72,175.26,145,34,0,-4,-4,-4,0,-2,-6,-3,-3,2.54,2.54,-6,38.83333333,-0.833333333,-0.833333333,0,1,7.0,,,,7.0,,,,,,,,,,0,KO/TKO,Kick,2.0,0:59,359.0,1.0,38.0,53.0,0.71,38.0,53.0,1.0,1.0,1.0,0.0,0.0,0.0,fedab2cc97f329b2752e86c581486b20,Ronda Rousey,Blue,0.0,United States,JacksonWink MMA,New Mexico,Albuquerque,kickboxing,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Valerie Letourneau,925,925.0,2015-11-14,"Melbourne, Victoria, Australia", Australia,0,True,Women's Strawweight,FEMALE,5,0,3,0,,,1.0,0.666666667,3,0,9,0,0,1,2,0,0,0,3,Orthodox,170.18,172.72,115,32,0,-1,-1,-1,0,-2,-2,-2,0,2.54,7.62,-4,4.58333333,0.666666667,1.0,0,1,8.0,,,8.0,,,,,,,,,,,0,U-DEC,,5.0,5:00,1500.0,0.0,103.0,321.0,0.32,120.0,341.0,1.0,5.0,0.2,0.0,0.0,0.0,2414c56928268e7a181048d008d3709c,Joanna Jedrzejczyk,Blue,0.666666667,,American Top Team,Florida,Coconut Creek,mixed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Antonio Silva,245,245.0,2015-11-14,"Melbourne, Victoria, Australia", Australia,0,False,Heavyweight,MALE,3,0,1,0,,,0.0,0.0,2,5,15,1,0,0,0,3,0,0,3,Orthodox,193.04,203.2,264,36,2,1,-2,-2,0,-12,0,-1,0,15.24,20.32,5,-12.95,-0.1,-0.7,0,1,11.0,,,,,11.0,,,,,,,,,0,KO/TKO,Punch,1.0,3:41,221.0,0.0,9.0,17.0,0.52,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3338e055cf888bd1d51e74cf13413740,Mark Hunt,Blue,0.0,,,,,karate,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
Robert Whittaker,135,135.0,2015-11-14,"Melbourne, Victoria, Australia", Australia,1,False,Middleweight,MALE,3,0,3,0,,,0.428571429,0.357142857,3,2,16,1,0,0,2,3,0,0,5,Orthodox,182.88,185.42,185,24,0,1,0,0,1,-1,0,-1,0,0.0,-15.24,7,16.10714286,-0.25,-0.446428571,0,1,14.0,,,,,,,14.0,,,,,,,0,U-DEC,,3.0,5:00,900.0,0.0,67.0,144.0,0.46,108.0,186.0,1.0,2.0,0.5,0.0,6.0,0.0,c733b5df5e59866f4dec9ff51c551b98,Uriah Hall,Blue,0.0,Australia,,,,karate,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Jared Rosholt,140,140.0,2015-11-14,"Melbourne, Victoria, Australia", Australia,1,False,Heavyweight,MALE,3,0,2,0,,,1.5,0.346666667,3,1,16,0,0,0,4,1,0,0,5,Orthodox,187.96,190.5,265,29,0,1,-1,-5,4,-10,0,-3,-4,-22.86,-22.86,-2,4.46666666,-1.1,1.3,0,1,,,,,,,,,,,,,,,0,U-DEC,,3.0,5:00,900.0,0.0,16.0,37.0,0.43,38.0,59.0,4.0,7.0,0.57,0.0,7.0,0.0,a243d7486a1495c6e5cde58b1921d9b1,Stefan Struve,Blue,0.166666667,,,,,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Akbarh Arreola,650,650.0,2015-11-14,"Melbourne, Victoria, Australia", Australia,0,False,Lightweight,MALE,3,1,0,0,,,1.0,0.666666667,1,2,7,0,0,0,0,0,1,0,1,Southpaw,177.8,180.34,155,32,0,0,-1,-1,-1,1,0,0,-1,-2.54,-5.08,-11,-4.66666667,-0.333333334,-1.0,0,1,,,,,,,,,,,,,,,neither,KO/TKO,,2.0,5:00,600.0,1.0,21.0,41.0,0.51,33.0,55.0,0.0,0.0,0.0,0.0,1.0,0.0,04e6b724e99fcb3fb4d32f4af9d46f93,Jake Matthews,Blue,0.333333333,,,,,jiu jitsu,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
Peter Sobotta,-245,40.81632653,2015-11-14,"Melbourne, Victoria, Australia", Australia,0,False,Welterweight,MALE,3,0,2,0,,,1.6,0.408,2,3,13,0,0,0,1,0,1,0,2,Southpaw,182.88,190.5,170,28,0,1,-1,-3,0,-3,0,-2,-1,-2.54,-2.54,7,-2.875,0.1,0.6,0,1,,,,,,,,,,,,,,,neither,KO/TKO,Kick,1.0,2:01,121.0,0.0,2.0,6.0,0.33,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,b387aefa3f600bc9d8567ab3d6968bd9,Kyle Noke,Blue,0.6,,,,,judo,0,0,1,0,0,1,0,1,1,1,0,0,0,3,1
Gian Villante,-600,16.66666667,2015-11-14,"Melbourne, Victoria, Australia", Australia,1,False,Light Heavyweight,MALE,3,1,0,0,,,0.833333333,0.375,2,3,16,0,0,1,0,2,0,0,3,Orthodox,190.5,193.04,205,30,0,0,-1,-2,3,-1,0,0,-3,0.0,2.54,13,36.48484849,-0.454545455,0.015151515,0,1,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,2:56,176.0,1.0,19.0,34.0,0.55,19.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,e8886a974d136f8c6aab6f9ff756a9e9,Anthony Perosh,Blue,0.0,United States,SerraLongo Fight Team ,New York,Long Island,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
