fighter,odds,date,weight_class,gender,current_lose_streak,current_win_streak,avg_SIG_STlanded,avg_SIG_STpct,avg_TD_landed,avg_TD_pct,longest_win_streak,losses,total_rounds_fought,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_Doctor_Stoppage,wins,Stance,Height_cms,Reach_cms,Weight_lbs,age,Women's Flyweight_rank,Women's Featherweight_rank,Women's Strawweight_rank,Women's Bantamweight_rank,Heavyweight_rank,Light Heavyweight_rank,Middleweight_rank,Welterweight_rank,Lightweight_rank,Featherweight_rank,Bantamweight_rank,Flyweight_rank,Pound-for-Pound_rank,avg_SUATT,country_of_origin,camp,camp_country,camp_city,primary_discipline,boxer,wrestler,thai_boxer,kickboxer,karateka,judoka,mixed_martial_artist,taekwondoin,kung_fu_jia,jiujitiero,sambo_practitioner,g_in_a_gi,capoeira_artist,striking_arts,wrestling_arts,no_of_rounds_mean,Weight_lbs_mean,win_dif_mean,height_dif_mean,reach_dif_mean,sig_str_dif_mean,avg_sub_att_dif_mean,avg_td_dif_mean,better_rank_mean,total_fight_time_secs_mean,kd_bout_mean,sig_str_landed_bout_mean,sig_str_attempted_bout_mean,sig_str_pct_bout_mean,tot_str_landed_bout_mean,tot_str_attempted_bout_mean,td_landed_bout_mean,td_attempted_bout_mean,td_pct_bout_mean,sub_attempts_bout_mean,pass_bout_mean,rev_bout_mean,location_mode,date_amin,date_amax,bout_id_unique
Cristina Stanciu,-160,2016-07-13,Women's Strawweight,FEMALE,1,0,,,1.0,1.0,0,1,3,0,0,0,0,0,0,0,Orthodox,160.02,162.56,115,22,,,,,,,,,,,,,,2.0,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,115.0,-0.5,-10.16,-7.62,-31.0,0.75,0.5,0.0,528.0,0.0,22.0,44.0,0.45999999999999996,27.5,50.0,0.5,0.5,0.5,1.0,0.0,0.0,"['Sioux Falls, South Dakota, USA' 'Zagreb, Croatia']",2016-04-10,2016-07-13,['ed8b912ae3fb1e3983e26e5f9fd58110' '06e9f73cab169c8858d6b2aa1262bcb7']
Cub Swanson,132,2020-12-12,Featherweight,MALE,0,2,4.64,0.5,1.09,0.51,6,10,2,0,0,0,0,0,0,17,Orthodox,172.72,177.8,145,37,,,,,,,,,,,,,,,United States,,,,mixed,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3.4210526315789473,145.0,-3.1052631578947367,2.807368421052631,1.6042105263157893,-3.972105724210527,0.2121064226842105,-0.01629328963157898,0.631578947368421,818.1666666666666,0.38461538461538464,71.6923076923077,144.07692307692307,0.47000000000000003,84.15384615384616,158.3846153846154,0.6923076923076923,1.3076923076923077,0.31230769230769234,0.07692307692307693,0.7692307692307693,0.07692307692307693,"['Atlantic City, New Jersey, USA' 'Las Vegas, Nevada, USA'
 'Tampa, Florida, USA' 'Toronto, Ontario, Canada']",2011-11-12,2020-12-12,"['fabb6fbbfaa7d876382a0b65ec61e7ba' 'c627659d6362b7fdb0fadd24cb3be37c'
 'c1d523ffa3bdfafcdcadc56f0ff9d393' '65909ccddb4ed796a432d05f195a886f'
 'eae999785bcd6d491e41ada44e403696' 'e78c1a59e9b0c8e08d063fea656b9156'
 'feeecb77b92f55c00b9edfeae3fc0aef' '8a82361c3021683c0ea9d8f61569da42'
 '6db2a32110bd0d617fe0fddf73787aac' 'f23959342bd143424d94f012e25f05cb'
 '83c2e042088a10c1b76153b3d12b7ae5' '9d1af086fb924bc9380ab24ed0571c08'
 '6246729c5a421904a13b95fea77a762e' '475c02e64a5e44b17227fd1fd3132810'
 '92257d451ca48fd30ded826ceee469b1' '65f52c0b9d849aae17c64767bceb06b2'
 '64becef6add2865ef6c1005838702b94' 'ffc9309c1f459f457bffaef2635b835d'
 '9898d03a1a0c7a19effc988fec9abffa']"
Cung Le,215,2014-08-23,Middleweight,MALE,0,2,,,0.666666667,0.333333333,2,1,6,0,0,1,1,0,0,2,Southpaw,175.26,175.26,185,42,,,,,,,,,,,,,,0.0,,,,,kickboxing,0,0,0,1,0,0,1,1,0,1,0,0,0,2,0,4.0,185.0,-6.0,-5.08,-9.524999999999999,-12.542510629999999,-0.07113902175,-0.05719032400000002,0.0,645.75,0.3333333333333333,26.0,69.0,0.41,26.0,69.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,"Macau, China",2011-11-19,2014-08-23,"['4eafb84109a2f2ad18f85058f084351c' 'ddb2d83074e93d564b6e80bbda4b1f4f'
 '5d6dd3a80614c57afa3044515371bc31' 'a1f4295d9ab34aa0a8db34637cd5a861']"
Curt Warburton,260,2011-06-26,Lightweight,MALE,0,1,,,2.5,0.45,1,1,6,0,0,1,0,0,0,1,Orthodox,182.88,185.42,155,30,,,,,,,,,,,,,,1.0,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,155.0,-4.333333333333333,5.926666666666667,3.3733333333333335,9.257834756666668,0.12820512833333333,0.3945868946666667,0.0,639.3333333333334,0.0,25.0,51.5,0.385,43.5,83.5,0.5,1.5,0.165,1.0,0.5,0.0,"['London, England, United Kingdom' 'Pittsburgh, Pennsylvania, USA'
 'Sydney, New South Wales, Australia']",2010-10-16,2011-06-26,"['e9682ecca71464811ffc2ccafd109a49' 'ae8366c49d122cf7b9e96b5e002a5152'
 'ac68da52f2eb89a9e2a9e9d18e09e2a6']"
Curtis Blaydes,-400,2020-06-20,Heavyweight,MALE,0,3,3.74,0.51,6.63,0.55,5,2,25,0,0,3,5,0,0,8,Orthodox,193.04,203.2,265,29,,,,,3.0,,,,,,,,,,United States,Elevation Fight Team ,Colorado,Denver,wrestling,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5454545454545454,265.0,-1.0,2.770909090909091,2.54,0.7103946063636364,-0.06532634036363637,-0.8412171162727273,0.45454545454545453,659.0909090909091,0.0,33.333333333333336,60.5,0.47833333333333333,62.5,95.33333333333333,5.5,10.666666666666666,0.37166666666666665,0.0,3.0,0.0,"Las Vegas, Nevada, USA",2016-04-10,2020-06-20,"['a11c34b55cc9f88ea5b4902ebd3d107d' '26e74664ab120c2eaab9ad18bed2ed7e'
 '47109ef19d1ac8747c2ceb0564a8eb3a' '6aebb94ad4e4d12392e2a57660d3048e'
 '7d0bbd7e57bce9c142619d1b4884b3ee' '1f3b3c1fc3dbbd3a28d1a48736746a8a'
 'fa115816ad497a52f5ec6dc0a94fe941' '7947d2450260c53d6c6c5ebb9b95fae8'
 'e2457905a825bc86bbd853feb7f25d6b' '214803f0206d883f8d0c7094979782e7'
 '6dbd6f185b9a844db0fddeb928734012']"
Curtis Millender,135,2019-04-13,Welterweight,MALE,1,0,43.5,0.3425,0.25,0.25,3,1,9,0,0,2,1,0,0,3,Orthodox,187.96,193.04,170,31,,,,,,,,,,,,,,,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,170.0,-2.4,-0.5079999999999998,1.016,-6.139502166000001,0.0014069262000000026,0.292099567,0.0,682.4,0.6666666666666666,61.333333333333336,122.33333333333333,0.49,62.666666666666664,123.66666666666667,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,"['Atlanta, Georgia, USA' 'Austin, Texas, USA' 'Las Vegas, Nevada, USA'
 'Los Angeles, California, USA' 'Wichita, Kansas, USA']",2018-02-18,2019-04-13,"['7b918f5869b819cb8338c1e2867de2c5' '45d9f26b2e110c5fcaef50802ad6320f'
 '10f31b66f495ff921358313eaca1046b' '919b874ae0ce8431b916b6f830f79ac7'
 'af126981b6f3d7c1ee233312137b3f9b']"
Cynthia Calvillo,-265,2020-11-21,Women's Flyweight,FEMALE,0,3,,,1.97,0.46,3,1,22,0,0,3,0,3,0,6,Orthodox,162.56,162.56,125,33,4.0,,,,,,,,,,,,,1.3,United States,Team Alpha Male,California,Sacramento,mixed,0,0,1,1,0,0,1,0,0,1,0,0,0,2,0,3.25,116.25,-0.75,-3.175,-1.27,-15.170972222500001,-0.32638888887499995,0.39666666675000006,0.125,787.4285714285714,0.0,61.8,138.6,0.446,77.2,158.0,1.8,4.8,0.392,0.6,2.8,0.0,"Las Vegas, Nevada, USA",2017-03-04,2020-11-21,"['5f002ff5a9800ea3085644c6eafcf409' '38a9a051a30d129c06f1d155c9ed1bef'
 'e7bb7393aeec162bb9afc5ed9535f727' '31182dffbcaffab6408600ba87065aac'
 'b6b6a96dedb04782a9e15afdc648ea51' '6e57a52f39e56a5bdb5f93974b11b263'
 'b52b71163971f8e9dc4de057ec1ecfc6' '6b89b66617d0a755fd770d3013080669']"
Cyril Asker,235,2018-02-10,Heavyweight,MALE,0,1,,,1.25,0.5,1,2,5,0,0,0,1,1,0,2,Orthodox,182.88,187.96,247,32,,,,,,,,,,,,,,0.25,,,,,mixed,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,3.0,247.0,0.2,2.54,-1.524,-4.8,0.0833333334,0.0833333334,0.0,204.0,0.0,11.4,29.2,0.34199999999999997,29.6,54.6,1.0,1.6,0.4,0.2,1.0,0.0,"['Kallang, Singapore' 'Perth, Western Australia, Australia'
 'Phoenix, Arizona, USA' 'Shanghai, Hebei, China' 'Zagreb, Croatia']",2016-04-10,2018-02-10,"['f08b09b34835f533678f79f81aa456a3' 'd7b6c2c6fb38e158beb73cb780c263f0'
 '762756ddbcf28a3b476a6203fbecba8b' 'daf07c0e0cb457a008e2cad8f0eaa9ab'
 '067b1c3a436b91c37d34d152a1b4506f']"
Cyrille Diabate,125,2014-03-08,Light Heavyweight,MALE,1,0,36.28571429,0.704285714,0.714285714,0.428571429,2,3,13,1,0,1,1,1,0,4,Southpaw,198.12,205.74,205,40,,,,,,,,,,,,,,,,,,,kickboxing,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,3.0,205.0,-1.25,-3.1750000000000003,-5.715,-29.583630953750003,-0.13244047612499998,0.050297619125000005,0.0,438.625,0.4,18.2,22.8,0.75,28.4,33.4,0.8,1.0,0.4,0.2,1.4,0.4,"London, England, United Kingdom",2010-05-29,2014-03-08,"['9f574344e3d231fa46cab6b074d23f5e' 'ee798da2084057f34cf28888c102d1f1'
 'de9133e5748c53f1e1f20d8611fed3c1' '6c35ce5e6e04018d5e8b80bb5a533b22'
 '9539245b10f87b6650fe2bbb8bdfece3' '45a21ee4b8d7a0bfcbf38b26ccf101e1'
 'bb6986f7f2a808e5fd00291be3b4cae4' '31a00611c5715815619c4cc6779f25a7']"
Da Un Jung,-118,2019-12-21,Light Heavyweight,MALE,0,1,,0.4263,0.0,0.0,1,0,3,0,0,0,0,1,0,1,Orthodox,193.04,199.39,205,31,,,,,,,,,,,,,,,South Korea,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,205.0,0.0,-1.27,4.445,-0.68,-1.175,0.835,0.0,,,,,,,,,,,,,,"['Busan, South Korea' 'Shenzhen, Guangdong, China']",2019-08-31,2019-12-21,['a0ee77c5a18d85b75c3b42b467037b72' '26bcf62e1e9a94926f4bd15be40dc772']
DaMarques Johnson,310,2012-09-29,Catch Weight,MALE,2,0,14.77777778,0.412222222,0.555555556,0.277777778,2,5,15,0,0,0,2,2,0,4,Orthodox,185.42,190.5,170,30,,,,,,,,,,,,,,,,,,,mixed,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,3.0,170.0,-1.25,-4.1274999999999995,-5.397499999999999,16.36795635,0.24866071425,1.217609126875,0.0,409.25,0.3333333333333333,14.166666666666666,36.333333333333336,0.405,20.666666666666668,43.5,0.5,0.8333333333333334,0.25,0.3333333333333333,1.8333333333333333,0.3333333333333333,"['Abu Dhabi, United Arab Emirates' 'Anaheim, California, USA'
 'Killeen, Texas, USA' 'Los Angeles, California, USA'
 'Nottingham, England, United Kingdom' 'San Diego, California, USA'
 'Seattle, Washington, USA' 'Stockholm, Sweden']",2010-04-10,2012-09-29,"['4ce8350fc929f3cea81aabff2571f549' 'f445b918c59f2f9529f2d3ee0f63daa9'
 '510e9b3adf8c16892dd9ed50a468adb6' 'f075387e9b66d6c4be048dc8f45091cf'
 'fce68e8f7fc92e6a9dbf93f150ac0b40' '091f91d74ca028b5e32825b68d857033'
 '292279cc4fb1e1f6ae923d8c4fff30e2' '0625620afd5ee6822da06d36252e5104']"
Daichi Abe,205,2018-06-23,Welterweight,MALE,1,0,,,0.5,0.5,1,1,6,0,0,1,0,0,0,1,Orthodox,180.34,180.34,170,26,,,,,,,,,,,,,,0.0,,,,,judo,1,0,0,1,0,1,1,0,0,0,0,0,0,2,1,3.0,170.0,-0.3333333333333333,2.54,4.233333333333333,27.583333333333332,0.055555555666666666,0.30555555566666665,0.0,900.0,0.5,63.0,177.0,0.35,65.0,180.5,0.5,1.0,0.5,0.0,0.5,0.0,"['Kallang, Singapore' 'Perth, Western Australia, Australia'
 'Saitama, Saitama, Japan']",2017-09-22,2018-06-23,"['509ae1044093cab24c3601f890262c1b' '0ffd8615870fa2a1be081bf0f4e21873'
 'ace278cd6c768065ec0fd8fe3ad2197d']"
Dalcha Lungiambula,-143,2021-01-20,Middleweight,MALE,1,0,1.79,0.55,2.83,0.5,1,1,6,0,0,0,1,0,0,1,Orthodox,172.72,193.04,185,33,,,,,,,,,,,,,,,Democratic Republic Congo,,,,judo,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3.0,198.33333333333334,0.0,4.233333333333333,0.8466666666666667,0.13333333333333333,0.3333333333333333,-0.8333333333333335,0.0,635.5,1.0,32.0,43.0,0.74,64.0,80.0,4.0,6.0,0.66,0.0,4.0,0.0,"['Abu Dhabi, Abu Dhabi, United Arab Emirates'
 'Minneapolis, Minnesota, USA' 'Moscow, Moscow, Russia']",2019-06-29,2021-01-20,"['dbff76c3b222c9427a8df4693e763a30' '3e23107c2555351e3c4823470f240749'
 '8335176126aa6981f24c880444a86264']"
Damacio Page,110,2012-07-11,Bantamweight,MALE,2,0,20.0,0.37,0.5,0.125,0,2,3,0,0,0,0,0,0,0,Orthodox,167.64,167.64,135,29,,,,,,,,,,,,,,,,,,,wrestling,0,1,0,1,1,0,1,0,0,0,0,0,0,2,1,3.0,135.0,0.3333333333333333,2.54,0.846666666666667,10.0,0.5,-0.08333333333333333,0.0,380.6666666666667,,,,,,,,,,,,,"['Louisville, Kentucky, USA' 'San Jose, California, USA'
 'Stockholm, Sweden']",2011-03-03,2012-07-11,"['4894cc371016fd69889d7de49674a11b' '6b79d7b3ad7c22e552dc169f4d796d95'
 '718426851a1fa8ca9047afac3cc50500']"
Damian Grabowski,205,2017-07-22,Heavyweight,MALE,2,0,1.0,0.33,0.0,0.0,0,2,2,0,0,0,0,0,0,0,Orthodox,185.42,190.5,241,37,,,,,,,,,,,,,,,,,,,jiu jitsu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,241.0,-1.6666666666666667,-2.54,-1.6933333333333334,0.32222222333333167,0.0,-0.6444444443333334,0.0,350.3333333333333,0.0,34.5,95.5,0.345,35.5,97.0,0.0,2.5,0.0,0.0,0.0,0.0,"['Atlanta, Georgia, USA' 'Las Vegas, Nevada, USA'
 'Uniondale, New York, USA']",2016-02-06,2017-07-22,"['cb5372bc6276a8ee2d3960c2411b88ce' '9b6cafe9e7e19c7e551d9f6c09b12ca5'
 'c0434a6be62e4de0f356bdabbe1cdf35']"
Damian Stasiak,-125,2018-07-22,Bantamweight,MALE,2,0,22.6,0.436,2.0,0.474,2,3,13,0,0,0,0,2,0,2,Orthodox,165.1,177.8,135,28,,,,,,,,,,,,,,,,,,,karate,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3.0,135.0,-0.5,-0.4233333333333335,3.3866666666666667,-10.169444443333333,0.38611111116666663,0.1388888888333333,0.0,738.5,0.0,25.4,67.6,0.48200000000000004,27.6,70.0,1.8,5.6,0.45999999999999996,0.4,1.4,0.2,"['Gdansk, Poland' 'Hamburg, Hamburg, Germany' 'Krakow, Poland'
 'Manchester, England, United Kingdom' 'Stockholm, Sweden'
 'Zagreb, Croatia']",2015-04-11,2018-07-22,"['d5de6d8529f77d27b23fcecf55467ed5' '5eb5e8f51307fdb96973af2ebbc8ae95'
 'fe534229d04ecbc20b63a8ec0a45f9a4' '45d6815db2f4c986d184ed5eab1517ca'
 '88bec50005970669ca089f3106e49e7b' 'cb2c3587f2aec486d5162d431072c636']"
Damien Brown,115,2018-02-10,Lightweight,MALE,2,0,39.2,0.432,0.6,0.122,2,3,11,0,1,0,1,0,0,2,Orthodox,177.8,172.72,155,33,,,,,,,,,,,,,,,,,,,kickboxing,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,3.0,155.0,-0.3333333333333333,0.0,2.9633333333333334,-3.533333333333333,-0.01666666683333336,0.4416666666666667,0.0,660.6666666666666,0.3333333333333333,40.333333333333336,104.5,0.42166666666666663,49.666666666666664,114.66666666666667,0.5,1.8333333333333333,0.10166666666666668,0.5,0.6666666666666666,0.0,"['Atlanta, Georgia, USA' 'Auckland, New Zealand'
 'Brisbane, Queensland, Australia' 'Melbourne, Victoria, Australia'
 'Perth, Western Australia, Australia'
 'Sydney, New South Wales, Australia']",2016-03-19,2018-02-10,"['f7a3e6e05a6ffb2215631734927781db' '25c3c4cd3bf816f470baa127072851f3'
 '2be5515a8bb0459d609638b74912579b' '8f70d90a30036ab26e79a8899bc92085'
 'd67a433b7d6cd87e6b4408fb283428e0' '5e34cc38c6a4492f44e6e86de8f18735']"
Damir Hadzovic,315,2020-03-14,Lightweight,MALE,1,0,,,0.68,0.6,2,3,15,0,1,0,2,0,0,3,Orthodox,175.26,177.8,155,33,,,,,,,,,,,,,,0.2,Bosnia Herzegovina,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,155.0,-1.5714285714285714,0.7257142857142858,-1.4514285714285715,-9.713809524285713,-0.14523809528571427,-1.0019047618571428,0.0,595.8333333333334,0.5,24.25,58.25,0.34,25.5,59.5,0.0,0.25,0.0,0.0,0.0,0.0,"Stockholm, Sweden",2016-04-10,2020-03-14,"['cf4e03cb2f2c482eb1a9b8c89bf5ce29' '0f823fbaa985182bd4d7f6b64018bd57'
 'd0527d862268fa94fdc9ca95efc56c5b' 'ff3f2daa46e6aa00a585edb80ab80663'
 '20ae36b7e35ff66f0df8bb50a687e162' '25d8bdc6c1f273de752db567c9d0b02d'
 '1786fb692a259aa2f9add44c8fe95e70']"
Damir Ismagulov,-220,2019-08-31,Lightweight,MALE,0,2,3.76,0.43,1.67,0.31,2,0,6,0,0,2,0,0,0,2,Orthodox,175.26,177.8,155,28,,,,,,,,,,,,,,,Russia,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,155.0,-0.6666666666666666,0.8466666666666663,5.94,-11.6,0.5,-1.8166666666666667,0.0,900.0,0.5,67.5,169.0,0.395,68.5,170.5,0.0,2.5,0.0,0.0,0.0,0.0,"['Adelaide, South Australia, Australia' 'Prague, Czech Republic'
 'Shenzhen, Guangdong, China']",2018-12-01,2019-08-31,"['61bb5f5603ddc5b376b10647c68b28b3' 'b7d1b6cdbf39bdfbd387fa3cd2a7881e'
 'cb5297943dcfcc8974eedd365f8e6121']"
Damon Jackson,210,2020-12-05,Featherweight,MALE,0,1,,,1.22,0.2,1,1,9,0,0,0,0,1,0,1,Switch,180.34,180.34,145,32,,,,,,,,,,,,,,2.9,United States,,,,wrestling,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,3.0,145.0,-2.0,6.773333333333333,-0.8466666666666667,-3.7388888899999997,-0.8666666666666667,-1.7766666666666666,0.0,414.0,0.0,20.0,49.0,0.4,22.0,51.0,0.0,5.0,0.0,0.0,0.0,0.0,"Las Vegas, Nevada, USA",2014-08-30,2020-12-05,"['ef1a16b24dbd3856dea3138bdb25a890' 'e9810e961fa8f22c18b5a7c24876084d'
 '3ab7f823d523c5df48aac55aa6c10766']"
Dan Hardy,-230,2012-09-29,Welterweight,MALE,0,1,26.55555556,0.335555556,0.333333333,0.194444444,4,4,23,0,2,1,2,0,0,5,Orthodox,182.88,187.96,170,30,,,,,,,,,,,,,,,,,,,mixed,1,0,1,1,1,0,1,1,1,1,0,0,0,6,0,3.3333333333333335,170.0,-1.0,-1.6933333333333334,-6.349999999999999,10.942355888333333,0.1667293231666667,-0.4300473405,0.0,775.6666666666666,0.16666666666666666,26.5,81.5,0.305,40.833333333333336,97.5,0.6666666666666666,2.0,0.15333333333333332,0.5,0.0,0.0,"['Las Vegas, Nevada, USA' 'London, England, United Kingdom'
 'Milwaukee, Wisconsin, USA' 'Newark, New Jersey, USA'
 'Nottingham, England, United Kingdom' 'Seattle, Washington, USA']",2010-03-27,2012-09-29,"['6222c783d49018dbf4e66eabe2ab3fe4' '5d821bb034ae4bb6709539b481aac7fc'
 '401ac02ce581800e46bb4b75242aa21e' 'dba1ee1753ae38917f910e335e591fd3'
 '52750448077871ab776f39e5173a91b0' '8d6b41ea9b6f444486793fe91ae16340']"
Dan Henderson,220,2016-10-08,Middleweight,MALE,0,1,,,0.823529412,0.231764706,4,8,42,0,2,3,4,0,0,9,Orthodox,180.34,187.96,185,46,,,,,,,13.0,,,,,,,0.294117647,,,,,wrestling,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,4.090909090909091,185.0,-3.4545454545454546,-2.5399999999999996,-1.1545454545454545,3.058349969090909,0.08654457554545454,0.08825998736363637,0.36363636363636365,637.5454545454545,0.3333333333333333,28.333333333333332,64.16666666666667,0.3916666666666666,44.666666666666664,81.16666666666667,0.3333333333333333,1.6666666666666667,0.09666666666666668,0.16666666666666666,0.3333333333333333,0.3333333333333333,"['Anaheim, California, USA' 'Goiania, Goias, Brazil'
 'Las Vegas, Nevada, USA' 'Los Angeles, California, USA'
 'Manchester, England, United Kingdom'
 'Natal, Rio Grande do Norte, Brazil' 'New Orleans, Louisiana, USA'
 'San Jose, California, USA' 'Sao Paulo, Sao Paulo, Brazil'
 'Stockholm, Sweden' 'Winnipeg, Manitoba, Canada']",2011-11-19,2016-10-08,"['c7635b201eaa4c99cac8e8b5e0019108' '9b6a0291329538f6fd63ab4e23ac6076'
 'e3da81d7978a809cb5f2677b49446d58' '35bee89c3a661c5f68d5e2930453d58a'
 '177afad90fb1fcddbb90c4d27cfc5290' 'a0ae25f8d5b1ac8dbd55d5db13849ac9'
 '01ad74e17896f10568ef282c2857078c' '9256b063f65a7d058ed03bd4d620ac6b'
 '7d61f81218b74ad6e7404f32a39a32b1' '3844875098e48d80d37b97e5f29a5a3a'
 'cb23f1f798d129fd44d9c1af90eb2dcf']"
Dan Hooker,-134,2021-01-23,Lightweight,MALE,1,0,4.98,0.48,0.74,0.34,4,5,37,0,1,1,6,2,0,10,Switch,182.88,190.5,155,30,,6.0,,,,,,,,,6.0,,,,New Zealand,City Kickboxing,New Zealand,Auckland,muay thai,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,3.25,155.0,-2.25,-1.7462500000000005,-1.4287499999999997,0.6243578881249998,-0.28853252925000006,0.0004504157500000161,0.0,653.0,0.2727272727272727,59.36363636363637,118.81818181818181,0.51,72.81818181818181,133.72727272727272,0.6363636363636364,1.7272727272727273,0.11818181818181818,0.18181818181818182,0.36363636363636365,0.09090909090909091,"['Auckland, New Zealand' 'Las Vegas, Nevada, USA']",2014-06-28,2021-01-23,"['b06573aec16fad61b1bc1d3a52bb5397' 'a79e9b7aeddaaac2ca56242130b07c4b'
 '820f6429d11d9b80e6266a17d4605db1' '18111051faa65a0fee086b95de209b6b'
 'af199cb3d7595f09156baa8b77d17bee' '1a0c10bcb330a72a26f03843c79b1aa2'
 '3eb0e88faaf5b4d9985e507fed60273f' 'e66c1c9d20cb3092470c1ddaae89c3b2'
 'd4af72a9aa9ba64405de4485cc82716f' '4a4216fdec1395a07ac7502521b230f7'
 '3f2aa9650d8473ad17f9621b6c539084' '0874737efe51ea2afd1451939f49b5df'
 'ff8374162275d3f594705cadeca7383f' '0a67a02f39368cc0108ea0e5db29e95e'
 '0e2562e5fc82a890c97ba5fb855fb5a1' '0e083ac39987bb926fe0ccb8b8e177e0']"
Dan Ige,220,2020-07-15,Featherweight,MALE,0,6,,,2.15,0.34,6,1,17,0,2,2,1,1,0,6,Orthodox,170.18,180.34,145,28,,,,,,,,,,10.0,,,,0.7,United States,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.25,145.0,0.625,-1.9049999999999998,1.9050000000000002,-5.17291666625,-0.325,-0.509166666625,0.125,765.875,0.4,50.2,105.2,0.488,64.8,122.4,1.4,5.8,0.524,0.2,2.2,0.2,"['Abu Dhabi, Abu Dhabi, United Arab Emirates' 'Boston, Massachusetts, USA'
 'Chicago, Illinois, USA' 'Greenville, South Carolina, USA'
 'Houston, Texas, USA' 'Jacksonville, Florida, USA'
 'London, England, United Kingdom' 'Milwaukee, Wisconsin, USA']",2018-01-20,2020-07-15,"['67b6bbe56acde486259cb66cd42e7f6f' '0bbab4ca568bed41e40de167dcec2008'
 '74bdcf1b4eb4261d3e35400a627ec627' 'f065d2d453a8bc04b961e54a3cd43957'
 '7839429d31adb543c5ec7b03a90d66d4' '100831b097855508cb3cfd4ecdfd15e2'
 '0d22d7950bc0e8bbd1e1170ce93ab11f' '2bb3a980dcfc240bb693bd5c39552780']"
Dan Lauzon,355,2010-05-29,Lightweight,MALE,2,0,,,1.5,0.7,0,2,2,0,0,0,0,0,0,0,Orthodox,177.8,183.0,155,22,,,,,,,,,,,,,,0.0,,,,,wrestling,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,3.0,155.0,-2.0,2.54,5.2,-12.0,-0.666666667,-1.166666667,0.0,900.0,0.0,17.0,73.0,0.23,17.0,73.0,0.0,1.0,0.0,0.0,0.0,0.0,"Las Vegas, Nevada, USA",2010-05-29,2010-05-29,['0e513d46b4c50506eec0c8a5d61299af']
Dan Miller,-105,2015-07-12,Middleweight,MALE,1,0,22.75,0.341666667,1.25,0.285833333,3,6,29,0,1,1,0,4,0,6,Orthodox,185.42,187.96,185,34,,,,,,,,,,,,,,,,,,,jiu jitsu,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.0,185.0,-2.0,0.9524999999999999,0.9525,-4.456159811249999,-0.506434884625,-0.44526792649999997,0.0,748.375,0.25,29.5,81.875,0.36624999999999996,50.625,108.0,1.125,2.75,0.3225,1.25,0.25,0.125,"['Las Vegas, Nevada, USA' 'Montreal, Quebec, Canada']",2010-05-29,2015-07-12,"['ab878618f185c2c1fb201d2d97f20ab1' 'e71312998328bc14214c7471f24cad8c'
 '1defb56bd7cc3462f83f30b20d8874ae' 'dc014b663eb927409ed7c84e0be7cf8b'
 'cfbf5e2543e8faba7cac27a2faeae71e' '700482520b089da23fcf779daa4ab7e7'
 'a1d247203a96688b19a71b46432b4636' '2641f4677cff4a4d1aded3aed54f1082']"
Dan Moret,290,2019-06-29,Lightweight,MALE,2,0,,,1.25,0.27,0,2,5,0,0,0,0,0,0,0,Southpaw,182.88,185.42,155,32,,,,,,,,,,,,,,0.4,,,,,mixed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,155.0,-3.3333333333333335,4.233333333333333,7.62,-17.53595238,-0.1464285713333333,-1.3088095236666666,0.0,719.6666666666666,0.0,27.0,65.5,0.4,28.5,68.0,1.0,1.0,0.5,0.5,2.0,0.0,"['Glendale, Arizona, USA' 'Minneapolis, Minnesota, USA'
 'Wichita, Kansas, USA']",2018-04-14,2019-06-29,"['f397415b342f6443938115e6c49bb872' '2f999b7b097b4a855fde2e1851c270c7'
 'ae856e88079c990e68a3f4bdaae73842']"
